GeneSymbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
SH3BP5	0.1766934604	4.6251840263	0.8249181068	0.4166080622	0.8599676898	-5.6806193168
HYKK	-0.2425863801	3.6683756772	-0.8246780107	0.416742045	0.8600131969	-5.6808074764
MTMR11	0.1679953122	3.9453991623	0.8242590844	0.4169758862	0.8602646976	-5.6811356582
FARP1-IT1	0.2029667443	4.5501718868	0.8238853436	0.4171845743	0.8602740561	-5.6814283088
DNASE2	-0.1901879369	4.7193007815	-0.8238494517	0.4172046189	0.8602740561	-5.6814564067
ZFP69B	0.1681824807	6.540809395	0.8236494311	0.4173163357	0.8602740561	-5.6816129708
SYCP2L	0.164814877	4.4703171182	0.8234028665	0.4174540742	0.8603271599	-5.6818059172
MED25	-0.1572629863	4.5315142281	-0.8231450632	0.4175981212	0.8603932328	-5.6820075997
NACA2	-0.1853643158	3.978983888	-0.822744496	0.4178219986	0.8606237038	-5.6823208492
SOST	-0.1740762351	3.7311870396	-0.8221241328	0.4181688675	0.8609108636	-5.6828056971
CYP2D6	0.2241334532	4.5612013799	0.8215864405	0.4184696568	0.8609108636	-5.6832256525
LOC100506257	0.1805577719	4.0208517925	0.8215721779	0.4184776372	0.8609108636	-5.6832367885
TMEM50B	0.1810650873	5.0206981859	0.8214106244	0.4185680388	0.8609108636	-5.6833629141
SMC5-AS1	0.1541389512	5.6476721181	0.821154939	0.4187111393	0.8609108636	-5.6835624809
STRA13	0.1981381776	7.0662950636	0.8211537528	0.4187118032	0.8609108636	-5.6835634065
AGPAT2	0.173121704	4.0501968302	0.8210357318	0.4187778669	0.8609108636	-5.6836555039
BHLHE23	-0.1639318719	3.6350155248	-0.8208928718	0.4188578431	0.8609108636	-5.6837669675
LOC100506157	0.180621379	3.7868067845	0.8202267105	0.4192309002	0.8610758345	-5.6842864834
LOC100507376	0.193443504	5.2575188723	0.8200287314	0.4193418103	0.8610758345	-5.6844408033
LOC441081	-0.322104515	6.7063062749	-0.8198849835	0.4194223509	0.8610758345	-5.6845528292
DCX	0.1880181364	6.605579849	0.8198191929	0.4194592159	0.8610758345	-5.684604095
PLEKHB1	0.1631975548	3.7386884496	0.8197491187	0.4194984835	0.8610758345	-5.6846586944
COL3A1	0.2141673817	3.6359770637	0.8188591536	0.4199973924	0.8615646433	-5.6853517394
CCDC101	0.1700112299	7.2960747997	0.8188527557	0.4200009804	0.8615646433	-5.6853567191
ZNF23	-0.1781371111	5.4975260815	-0.8186102122	0.4201370133	0.8615646433	-5.6855454704
KIAA1524	-0.1690901312	8.5272034893	-0.8185243483	0.4201851775	0.8615646433	-5.6856122783
LOC284191	0.1781543809	4.4386015797	0.8180193182	0.4204685365	0.8619118625	-5.6860050916
DENND6B	0.1717794524	4.0833873443	0.8174542057	0.4207857467	0.8619118625	-5.6864443644
SIGIRR	-0.1866741882	3.9010066902	-0.8171854553	0.4209366542	0.8619118625	-5.6866531681
OTTHUMG00000015516	0.1820944292	5.4527804634	0.8169727353	0.4210561236	0.8619118625	-5.6868183932
LCE2D	0.1885498664	4.3014558127	0.8168403849	0.4211304659	0.8619118625	-5.6869211726
DUSP16	0.1730024279	5.4760153103	0.8164370862	0.4213570519	0.8619118625	-5.6872342648
ZNF597	0.1671913518	5.9240572741	0.8162151318	0.4214817853	0.8619118625	-5.6874065118
NDFIP1	0.1591282892	6.1377229274	0.816210348	0.4214844739	0.8619118625	-5.6874102237
DCTN3	0.1728646935	5.5292912127	0.816163299	0.4215109174	0.8619118625	-5.68744673
MAP1A	0.1660937511	5.5098037354	0.8160769142	0.4215594719	0.8619118625	-5.6875137525
CDS1	0.1999603947	3.7707195473	0.8160251952	0.4215885435	0.8619118625	-5.687553876
KCTD16	0.1914345378	6.9686031796	0.8155435459	0.4218593405	0.8622360502	-5.6879274228
UBXN8	-0.1713183348	5.962733697	-0.8147122008	0.4223269998	0.8626282783	-5.6885716862
MAP7	0.1778599637	3.6487334176	0.8146300882	0.4223732082	0.8626282783	-5.6886352867
MCF2L-AS1	0.1664150034	4.8267209737	0.8146036706	0.4223880753	0.8626282783	-5.6886557472
OTTHUMG00000162518	0.1746883882	3.7488362775	0.8142159399	0.422606316	0.8628446254	-5.6889559737
C16orf55	0.1579196809	4.732400335	0.8140002629	0.4227277435	0.8628512168	-5.6891229172
RRAGC	0.182428067	5.5643332138	0.8138002738	0.4228403579	0.8628512168	-5.6892776802
FLJ12825	-0.1692184878	3.6085588692	-0.813611873	0.422946464	0.8628512168	-5.6894234425
ALG12	0.1884699157	6.256798536	0.8133909077	0.423070931	0.8628760188	-5.6895943584
NAT14	-0.1776859828	4.5541833354	-0.8125178137	0.4235629558	0.8636502626	-5.6902692626
PDK3	-0.1598678777	6.2894849946	-0.8119700331	0.4238718334	0.8640507552	-5.6906923472
ZNF266	0.164241832	6.29806073	0.8117368365	0.4240033685	0.8640896233	-5.6908723771
PDCL3	0.1892643104	4.3834366383	0.8114309051	0.4241759679	0.8641420528	-5.6911084843
TMEM199	-0.1616883427	5.1255858652	-0.8111567469	0.4243306785	0.8641420528	-5.6913199983
CCDC23	-0.1985611003	6.9141517417	-0.8110932438	0.424366519	0.8641420528	-5.6913689814
ANK3	0.189297345	5.8332556447	0.8106048434	0.4246422295	0.864474364	-5.6917455877
TRAPPC4	0.1673014878	5.5048233162	0.8099023241	0.4250390078	0.8645714611	-5.6922869236
CTF1	0.1954244466	3.7876130337	0.8097913207	0.4251017228	0.8645714611	-5.6923724181
UPK3BL	0.1876222769	7.6028003864	0.8088112791	0.425655676	0.8645714611	-5.6931267593
MIR4748	0.2066339071	4.7871952332	0.8086985916	0.4257193994	0.8645714611	-5.6932134396
HS6ST1	0.177432788	4.5179542883	0.808481637	0.4258421011	0.8645714611	-5.6933802909
ZNF709	0.1614547568	4.8014246395	0.8083055066	0.4259417301	0.8645714611	-5.6935157146
FAM106A	-0.1862389762	4.2536909987	-0.8082387085	0.4259795186	0.8645714611	-5.6935670672
DHX16	0.1665931513	6.3769226878	0.8082320451	0.4259832882	0.8645714611	-5.6935721896
LOC93622	0.1827887977	4.6377770658	0.8080170853	0.4261049081	0.8645714611	-5.6937374163
PSTPIP2	0.162985243	4.2784206576	0.8078085242	0.4262229281	0.8645714611	-5.6938976848
R3HDM4	0.1903901866	5.1414172337	0.8076944864	0.426287468	0.8645714611	-5.6939853003
CKMT1B	0.1631193834	7.0846926673	0.8076807415	0.4262952473	0.8645714611	-5.6939958598
POMGNT1	0.1745103885	5.4083325155	0.8076024557	0.4263395574	0.8645714611	-5.6940559993
ARID4A	-0.1666629754	6.3661679726	-0.807258485	0.4265342794	0.8645714611	-5.6943201731
SNORD1B	0.200686456	4.7727875883	0.8072412252	0.4265440516	0.8645714611	-5.694333426
SNRPN	0.175995182	4.2914451493	0.8071345566	0.4266044487	0.8645714611	-5.6944153255
DHRS7	0.1629403204	5.4691061117	0.8069335078	0.4267182995	0.8645714611	-5.6945696615
FGF13	0.172153821	5.902655791	0.8068840911	0.4267462862	0.8645714611	-5.6946075908
DOK4	0.2391018184	7.1615079321	0.8067398127	0.4268280037	0.8645714611	-5.6947183178
MYL12A	0.1630581339	4.2738876381	0.806403537	0.4270185032	0.8647293516	-5.6949763208
MPC1	-0.1662595285	6.0221463236	-0.8057140472	0.4274092614	0.8649310224	-5.6955050027
C19orf57	0.1869493665	4.3150334741	0.8056137325	0.4274661316	0.8649310224	-5.6955818855
LOC647264	-0.2069270119	5.4102302402	-0.8054788575	0.427542602	0.8649310224	-5.6956852414
OTTHUMG00000156753	0.1604659282	5.1151018039	0.8054330371	0.4275685828	0.8649310224	-5.6957203503
IFITM2	-0.1796078109	4.8474448986	-0.805178244	0.4277130718	0.8649310224	-5.6959155452
RIMS1	-0.171016623	4.9412966273	-0.8048749984	0.4278850766	0.8649310224	-5.6961477826
LUM	0.2699608452	3.965080782	0.8047109564	0.427978141	0.8649310224	-5.6962733778
LRRC8E	-0.2370938775	3.6269055506	-0.8046394538	0.4280187098	0.8649310224	-5.6963281146
PGAP2	0.1657185844	5.9410920432	0.804025175	0.4283673337	0.865407895	-5.6967981678
OTTHUMG00000176447	0.1955252251	3.8262351358	0.8036064435	0.4286050779	0.8654661305	-5.6971183904
DLK2	0.1713923925	4.8551592778	0.8033933157	0.4287261171	0.8654661305	-5.6972813178
PDZD11	-0.1840995019	6.7255726922	-0.8030505966	0.4289207976	0.8654661305	-5.6975432262
CKS2	-0.1668920788	9.6966028919	-0.8028709094	0.4290228901	0.8654661305	-5.697680502
NAIP	0.1761413854	6.3976282005	0.8027092461	0.4291147547	0.8654661305	-5.6978039831
CNTN5	0.182345295	4.5451188286	0.8024244835	0.4292765993	0.8654661305	-5.698021432
LASP1	0.1651522163	6.3543509381	0.8023211909	0.4293353149	0.8654661305	-5.6981002896
LOC642846	-0.1679927242	4.5842961272	-0.8023054006	0.4293442912	0.8654661305	-5.6981123437
FAM86B2	0.1787941337	5.6452869171	0.8015362484	0.429781668	0.8654661305	-5.69869923
ZBTB11-AS1	0.1716638301	4.2007299877	0.801453054	0.4298289927	0.8654661305	-5.6987626777
PABPC1L	0.178547019	4.4588468516	0.801445107	0.4298335135	0.8654661305	-5.6987687381
UBE3D	-0.1585969462	6.1612604573	-0.8014172156	0.4298493802	0.8654661305	-5.6987900078
MKS1	0.1514806836	5.7497718241	0.8013975471	0.4298605693	0.8654661305	-5.6988050063
CASP6	-0.1993706787	3.3563603284	-0.8004811489	0.4303820927	0.8662891323	-5.6995034319
SLC25A4	0.1845591921	6.5789906762	0.7997846692	0.4307787194	0.8665287554	-5.7000337399
RPS15AP10	0.1669912795	4.4650129209	0.7995839623	0.4308930582	0.8665287554	-5.7001864791
OCLM	-0.1634478879	4.1200287949	-0.799383494	0.4310072796	0.8665287554	-5.7003390003
ADIG	0.1691715797	3.6268816708	0.7991323679	0.4311503907	0.8665287554	-5.7005300119
TMEM238	-0.1939581645	3.6006299118	-0.7987986848	0.4313405941	0.8665287554	-5.7007837297
SNRPN	0.1635363461	5.1550997758	0.7987930477	0.4313438078	0.8665287554	-5.700788015
BAMBI	-0.1832818317	4.8931610358	-0.7984186888	0.431557259	0.8665287554	-5.7010725389
DTWD1	0.1820014903	5.2080671217	0.798273194	0.4316402344	0.8665287554	-5.7011830851
RGS19	0.2177008875	5.6175379629	0.7974911558	0.4320863965	0.8665287554	-5.701776945
PHYKPL	0.1704783653	5.1920088391	0.7973520804	0.4321657702	0.8665287554	-5.7018824973
ARMCX6	-0.1634125545	5.777998123	-0.7973036913	0.4321933891	0.8665287554	-5.7019192185
DSN1	0.1586748933	6.748829649	0.7973016429	0.4321945583	0.8665287554	-5.7019207729
DND1	-0.1851887432	4.0371978749	-0.7972748557	0.432209848	0.8665287554	-5.7019411
HIST1H2BN	0.17110595	4.7434725912	0.7972748196	0.4322098686	0.8665287554	-5.7019411274
EFEMP1	-0.1857441199	4.1281275896	-0.7972601309	0.4322182529	0.8665287554	-5.7019522734
MIR4324	0.2300521726	3.7059774066	0.797106933	0.4323057034	0.8665287554	-5.7020685111
C21orf15	0.1760186029	3.7371431476	0.7968516194	0.4324514692	0.8665327016	-5.7022621811
MYRIP	0.1730196765	4.6389362164	0.7967084117	0.4325332436	0.8665327016	-5.7023707864
ZBTB8B	-0.1609376509	5.2172226933	-0.796403983	0.4327071099	0.866655038	-5.7026015962
PSMA4	-0.1656521319	7.7089104887	-0.7958895383	0.4330010183	0.8667046319	-5.702991444
BCAT2	-0.1630147743	5.5877839039	-0.7955838669	0.4331757098	0.8667046319	-5.7032229691
FAM86C1	-0.2458537224	4.6854272022	-0.7954755967	0.4332375966	0.8667046319	-5.703304956
OR4F29	0.1750158788	4.3917006332	0.7954749178	0.4332379847	0.8667046319	-5.7033054701
MRPS15	-0.1803968509	8.9231444585	-0.7952421607	0.4333710461	0.8667046319	-5.7034816879
COX19	0.1597280266	4.8559887597	0.7948045867	0.4336212639	0.8667046319	-5.7038128375
MFSD3	-0.1650791758	4.8042409018	-0.7946227088	0.4337252929	0.8667046319	-5.703950429
ITGA2B	0.164312022	4.301895471	0.7946215126	0.4337259772	0.8667046319	-5.7039513338
MFSD12	0.1754087298	5.3636770008	0.7945845086	0.4337471443	0.8667046319	-5.7039793238
FLJ14186	-0.1775762604	9.0049062469	-0.7935021791	0.4343665407	0.8676465216	-5.7047974538
RNF130	0.1655207782	6.510029865	0.7932189139	0.434528737	0.8676465216	-5.7050113979
PRRT2	0.1793750122	5.4319795322	0.7931690192	0.4345573103	0.8676465216	-5.7050490748
C6orf136	0.1631248894	5.0673185808	0.7924300598	0.4349806258	0.8681456641	-5.7056068193
OTTHUMG00000175982	-0.1804557446	6.8080151754	-0.7923381482	0.4350332952	0.8681456641	-5.7056761568
RNA5-8SP3	0.1986379571	3.9178247725	0.7920936698	0.4351734112	0.868199771	-5.7058605526
PCSK1N	0.1973648466	5.5613197605	0.7915345818	0.4354939401	0.868613692	-5.7062820361
HLA-A	-0.1555334952	3.9091174645	-0.7909209463	0.435845907	0.8689025649	-5.7067443155
DONSON	-0.1610164201	6.0828143802	-0.7908322951	0.4358967696	0.8689025649	-5.7068110723
DENND2A	-0.1703731082	4.7128649492	-0.7903852863	0.4361532906	0.8689025649	-5.7071475735
LOC100130887	0.1826937749	3.6583985994	0.7902977614	0.4362035286	0.8689025649	-5.7072134397
HSD11B2	-0.2055874521	5.4799852849	-0.7902965181	0.4362042422	0.8689025649	-5.7072143752
CST2	-0.1831873261	3.983283944	-0.7900142903	0.4363662606	0.8689999949	-5.7074267158
CROCCP2	-0.1615908643	3.6097710978	-0.7897899159	0.4364950933	0.8690313039	-5.7075954775
BAG1	0.1650263177	5.9445301386	0.7889748986	0.4369632596	0.8697165515	-5.7082081033
KCP	-0.1657532279	3.9467654562	-0.7887966719	0.4370656782	0.8697165515	-5.7083419911
LOC100505620	-0.1727522666	5.0428621602	-0.7883406055	0.4373278247	0.870012863	-5.7086844669
FLJ14186	-0.1775880607	9.2666326512	-0.7876205	0.4377419351	0.870380335	-5.7092248345
PDE4DIP	-0.1650071821	3.7885522148	-0.7874372317	0.437847365	0.870380335	-5.709362284
PNMA6D	0.1690166351	4.684159324	0.7874284789	0.4378524007	0.870380335	-5.7093688478
OTTHUMG00000170968	-0.1582571818	3.5529901782	-0.7868312459	0.4381960843	0.8708382089	-5.7098165509
ANKRD32	-0.1830205567	6.1161884432	-0.786524745	0.4383725268	0.8709635695	-5.7100461871
MFSD4	-0.1606746328	3.4860437129	-0.785610694	0.4388989721	0.8716129809	-5.7107305052
GBE1	-0.1848945438	5.1471978404	-0.7850276796	0.439234958	0.8716129809	-5.7111665917
SNHG15	-0.1574664878	6.3306298616	-0.7849268448	0.439293084	0.8716129809	-5.7112419834
DNAJB4	-0.1533517674	5.4151363098	-0.7848565369	0.4393336155	0.8716129809	-5.7112945454
CHIC2	0.1592518411	6.4916194341	0.7845897553	0.4394874323	0.8716129809	-5.7114939499
MIR483	-0.1719015391	3.9560243471	-0.7845795026	0.4394933443	0.8716129809	-5.7115016119
MIR4732	-0.1824428931	7.5831650376	-0.7845792038	0.4394935166	0.8716129809	-5.7115018352
KLHDC4	0.164330318	5.1531313404	0.7840114316	0.4398209852	0.8720373237	-5.7119259931
OSER1-AS1	-0.1617949129	3.659364227	-0.7831763794	0.4403028789	0.8727675487	-5.7125492925
NYNRIN	0.1644445476	6.0360955628	0.7825284019	0.4406770354	0.8732838956	-5.7130325194
KLHL2	0.1579740293	5.5490093488	0.7820581934	0.4409486647	0.8733842028	-5.713382937
AURKAIP1	-0.2189416315	6.7804178402	-0.7818151246	0.44108912	0.8733842028	-5.7135640026
NPTX1	0.1605233933	4.8206296808	0.7817464842	0.4411287882	0.8733842028	-5.7136151241
HIRIP3	0.1776655401	4.5695617816	0.7816496648	0.4411847451	0.8733842028	-5.7136872254
RNA5SP104	0.2097172626	3.7100402183	0.7814174224	0.4413189873	0.8733842028	-5.7138601411
SSBP2	0.1549208778	6.4820429874	0.7811905548	0.4414501467	0.8733842028	-5.7140290079
C14orf79	0.1880194976	4.404563473	0.7810247785	0.441546002	0.8733842028	-5.7141523722
CCSAP	-0.1641272956	5.5663274985	-0.780609258	0.4417863202	0.8733842028	-5.7144614771
PNCK	0.1611938606	4.07103329	0.7803297558	0.4419480161	0.8733842028	-5.71466931
LOC100128340	0.2218901714	4.8006268302	0.7802871033	0.4419726943	0.8733842028	-5.7147010194
MIR3150A	0.1843605026	3.5911693991	0.7802777519	0.441978105	0.8733842028	-5.7147079713
ROR2	0.1729674612	4.8281139238	0.779453647	0.4424550888	0.8741019407	-5.7153203092
MIR33B	-0.2560322983	4.4420233649	-0.7790589793	0.4426836287	0.8742993716	-5.7156133421
EML5	0.1704918732	8.872180749	0.7788324721	0.4428148241	0.8742993716	-5.7157814552
MIR941-1	0.1664448537	6.4199874127	0.7786599146	0.4429147871	0.8742993716	-5.7159094958
FLJ14186	-0.1702093529	9.0209629795	-0.778495214	0.4430102113	0.8742993716	-5.7160316812
OTTHUMG00000166785	-0.1658706271	4.2622247698	-0.7777023748	0.4434697398	0.8747370383	-5.7166195146
FLRT2	-0.175154389	4.8778549596	-0.7776859464	0.4434792647	0.8747370383	-5.716631689
GDAP1L1	0.1708101377	5.5958454726	0.7775233551	0.4435735392	0.8747370383	-5.7167521658
S1PR2	0.1842788437	5.9427534019	0.776230853	0.4443233937	0.8752634161	-5.7177090283
LOC100996578	0.166469065	5.1755129161	0.7761127161	0.4443919697	0.8752634161	-5.7177964114
TAS2R13	0.1644008173	5.3126247299	0.7760790402	0.4444115191	0.8752634161	-5.7178213184
HOMEZ	-0.1650533382	4.7522327017	-0.7759770603	0.444470723	0.8752634161	-5.7178967372
KRT16P3	0.1932311137	3.8502237621	0.7752005075	0.444921703	0.8752634161	-5.7184707237
MRPL33	-0.1748143999	4.4351494314	-0.7748581239	0.4451206285	0.8752634161	-5.7187236212
C22orf24	0.1605517338	3.6921160303	0.7748052142	0.4451513738	0.8752634161	-5.7187626928
ZNF184	-0.1656939614	5.9631596818	-0.7739099182	0.445671817	0.8752634161	-5.7194234457
CHST2	0.169625205	4.0705268902	0.7736772246	0.4458071437	0.8752634161	-5.7195950605
FHOD1	-0.1549355224	4.4841770585	-0.7735198904	0.4458986579	0.8752634161	-5.7197110688
SSC5D	0.1619903851	3.6312317831	0.773363785	0.4459894685	0.8752634161	-5.7198261488
COMMD7	0.1721703796	5.9299015103	0.7733395295	0.4460035796	0.8752634161	-5.7198440278
FSTL3	0.1570696248	4.16658868	0.7732515952	0.4460547392	0.8752634161	-5.7199088408
AKR1A1	-0.1604521777	6.2657836948	-0.7731545109	0.4461112262	0.8752634161	-5.7199803897
WNT3	0.1618659989	3.9890786946	0.773085469	0.4461513999	0.8752634161	-5.7200312668
PCYOX1L	-0.1645020221	5.9520980921	-0.7729704493	0.4462183316	0.8752634161	-5.7201160154
BAHD1	0.1790370088	4.1330931508	0.7729604429	0.4462241548	0.8752634161	-5.7201233877
POLR2G	0.1598064466	6.6964522077	0.7729583195	0.4462253905	0.8752634161	-5.7201249522
FAM91A1	0.1576815984	5.9180763926	0.7727122888	0.4463685812	0.8752634161	-5.7203061889
C12orf66	-0.1601748659	5.5666671848	-0.7723906464	0.4465558198	0.8752634161	-5.7205430413
FAM129A	0.1590208102	4.3368119362	0.7723183788	0.4465978956	0.8752634161	-5.7205962451
FCGR1B	0.1955898234	4.1810297222	0.772173816	0.4466820705	0.8752634161	-5.7207026588
KRTAP10-12	0.2131482744	4.8185304845	0.7720810889	0.446736068	0.8752634161	-5.7207709058
RBM43	0.169344904	4.6816634597	0.7715674445	0.4470352476	0.8752634161	-5.7211488058
ICAM3	-0.167260106	3.6208540282	-0.7715403268	0.4470510461	0.8752634161	-5.7211687502
MIR548I1	0.1803365746	4.2466132574	0.7714065829	0.4471289686	0.8752634161	-5.721267106
CPPED1	0.1605320642	6.4522548079	0.7713081853	0.4471863026	0.8752634161	-5.7213394575
SLC16A6	0.1727053849	4.6725376001	0.7712319469	0.447230728	0.8752634161	-5.7213955094
C5orf47	-0.169879989	4.0836619486	-0.771173143	0.4472649959	0.8752634161	-5.7214387395
MBIP	-0.1606923405	6.1298762432	-0.7709868716	0.4473735556	0.8752634161	-5.7215756575
UBC	0.1633902872	4.9438032644	0.7708701512	0.4474415888	0.8752634161	-5.7216614362
FBXL12	-0.1611245118	5.9103085616	-0.7707940168	0.4474859688	0.8752634161	-5.7217173814
NKX1-1	-0.1898527123	3.6548886661	-0.7702394001	0.4478093441	0.8754668555	-5.7221247657
HOXD-AS2	-0.1642114853	4.0884035445	-0.7701354853	0.4478699483	0.8754668555	-5.7222010634
MIR3689B	0.491879143	6.0742298984	0.769514194	0.4482323948	0.8754668555	-5.7226570312
LINC00599	0.2083107847	5.2730904159	0.769269827	0.4483750009	0.8754668555	-5.7228362768
MIR1260A	0.2020198042	3.9919614613	0.7691739307	0.4484309709	0.8754668555	-5.7229066028
C1QTNF3-AMACR	-0.1646238305	4.5096790972	-0.7687524137	0.4486770392	0.8754668555	-5.7232156249
PTS	0.1699327557	6.1456644729	0.7686853905	0.4487161728	0.8754668555	-5.723264746
LOC100996568	-0.1769902421	5.3345080582	-0.7684926134	0.4488287429	0.8754668555	-5.723406009
GDPD3	0.1633623589	3.6318728282	0.7684557951	0.4488502445	0.8754668555	-5.7234329848
OTTHUMG00000019202	-0.1571325175	4.5161562227	-0.7683750281	0.4488974138	0.8754668555	-5.7234921564
SNORA11D	-0.1687179717	5.2803220558	-0.7682965253	0.4489432637	0.8754668555	-5.7235496634
OTTHUMG00000150838	0.1859050404	5.9018524273	0.7680192888	0.4491052074	0.8754668555	-5.7237527075
SNAPIN	0.1642644269	5.3025093172	0.7680012939	0.4491157201	0.8754668555	-5.7237658844
CYTH3	-0.1446273553	5.1977394467	-0.7678822681	0.449185259	0.8754668555	-5.7238530338
RPS12	-0.1501167085	3.985197023	-0.7673217112	0.449512842	0.8755727369	-5.7242632941
LOC100287166	0.185982073	3.5844899528	0.7665625857	0.4499566942	0.8755727369	-5.7248184267
RALYL	0.1551171386	4.5724895099	0.7662684843	0.4501287225	0.8755727369	-5.7250333559
FADD	0.1671210588	5.5245785151	0.7656139201	0.450511737	0.8755727369	-5.7255114284
OTTHUMG00000169787	0.1776834648	4.4891479946	0.7654525192	0.4506062097	0.8755727369	-5.7256292504
PCDH8	-0.1589311286	4.1254495019	-0.7654192	0.450625714	0.8755727369	-5.7256535704
LAMTOR3	-0.1763576135	6.8863613503	-0.7653668918	0.4506563348	0.8755727369	-5.7256917485
LDLR	-0.2121114832	6.3455739857	-0.7653586326	0.4506611698	0.8755727369	-5.7256977763
LOC730101	-0.1653376054	6.0184496018	-0.7653170802	0.4506854954	0.8755727369	-5.7257281021
OTTHUMG00000034820	-0.2045359227	4.1888807415	-0.765028253	0.4508546019	0.8755727369	-5.7259388499
SLC7A2	-0.1534770919	5.2716876998	-0.7649124432	0.4509224185	0.8755727369	-5.7260233312
DTX2P1-UPK3BP1-PMS2P11	-0.1663357829	5.5324883074	-0.7647927586	0.4509925105	0.8755727369	-5.7261106262
OTTHUMG00000013926	-0.1812218827	4.2958313306	-0.7645700604	0.4511229486	0.8755727369	-5.7262730223
ZNF638-IT1	0.16657326	6.3048275072	0.7643792219	0.4512347439	0.8755727369	-5.7264121496
SLC31A1	0.1631696588	6.8065296158	0.7641254767	0.4513834163	0.8755727369	-5.7265970865
PCSK4	-0.1583542335	3.7784496851	-0.7639752663	0.4514714402	0.8755727369	-5.7267065365
LOC440173	-0.1959567056	5.6062949605	-0.7639733274	0.4514725765	0.8755727369	-5.7267079492
STMN3	-0.185967031	6.7981705225	-0.763945214	0.4514890522	0.8755727369	-5.7267284316
